user_id,movie_id,rating
u730,m9,3
u565,m9,2
u841,m9,4
u637,m9,3
u914,m9,2
u790,m9,2
u301,m9,2
u442,m9,3
u322,m9,3
u1073,m9,3
u48,m9,3
u1092,m9,2
u398,m9,4
u433,m9,3
u993,m9,2
u612,m9,2
u781,m9,2
u701,m9,3
u121,m9,3
u1035,m9,3
u85,m9,3
u769,m9,2
u454,m9,4
u129,m9,3
u657,m9,2
u508,m9,2
u8,m9,2
u244,m9,3
u710,m9,3
u583,m9,3
u1019,m9,3
u212,m9,2
u53,m9,4
u519,m9,3
u1068,m9,2
u101,m9,2
u909,m9,2
u16,m9,3
u488,m9,3
u213,m9,3
u30,m9,3
u67,m9,2
u55,m9,4
u618,m9,3
u68,m9,2
u1007,m9,2
u564,m9,2
u317,m9,3
u178,m9,3
u517,m9,3
u114,m9,3
u604,m9,2
u269,m9,4
u703,m9,3
u183,m9,2
u284,m9,2
u1093,m9,2
u369,m9,3
u869,m9,3
u996,m9,3
u176,m9,3
u264,m9,2
u1025,m9,4
u38,m9,3
u592,m9,2
u890,m9,2
u375,m9,2
u193,m9,3
u638,m9,3
u606,m9,3
u1082,m9,3
u287,m9,3
u497,m9,2
u784,m10,7
u61,m10,5
u818,m10,7
u832,m10,6
u744,m10,9
u716,m10,6
u790,m10,8
u785,m10,8
u764,m10,10
u215,m10,7
u702,m10,7
u200,m10,5
u719,m10,7
u722,m10,6
u857,m10,9
u711,m10,6
u779,m10,8
u824,m10,8
u723,m10,10
u1062,m10,7
u758,m10,7
u934,m10,5
u880,m10,7
u1051,m10,6
u714,m10,9
u781,m10,6
u218,m10,8
u721,m10,8
u570,m10,10
u561,m10,7
u433,m10,7
u481,m10,5
u800,m10,7
u766,m10,6
u825,m10,9
u321,m10,6
u860,m10,8
u733,m10,8
u706,m10,10
u876,m10,7
u891,m10,7
u60,m10,5
u11,m10,7
u895,m10,6
u843,m10,9
u782,m10,6
u175,m10,8
u775,m10,8
u803,m10,10
u160,m10,7
u965,m10,7
u861,m10,5
u770,m10,7
u170,m10,6
u820,m10,9
u830,m10,6
u801,m10,8
u867,m10,8
u750,m10,10
u848,m10,7
u814,m10,7
u900,m10,8
u829,m10,7
u796,m10,7
u862,m10,7
u960,m11,7
u433,m11,5
u914,m11,6
u984,m11,6
u50,m11,4
u487,m11,4
u963,m11,8
u327,m11,3
u980,m11,7
u1068,m11,7
u950,m11,5
u681,m11,6
u246,m11,6
u1085,m11,6
u407,m11,5
u365,m11,6
u662,m12,7
u207,m12,5
u165,m12,6
u524,m12,6
u790,m12,9
u10,m12,6
u225,m12,8
u446,m12,8
u261,m12,9
u928,m12,6
u1090,m12,7
u99,m12,5
u349,m12,6
u417,m12,6
u490,m12,9
u259,m12,6
u460,m12,8
u269,m12,8
u339,m12,9
u668,m12,6
u547,m12,7
u1040,m12,5
u552,m12,6
u1061,m12,6
u647,m12,9
u617,m12,6
u62,m12,8
u989,m12,8
u344,m12,9
u579,m12,6
u360,m12,7
u419,m12,7
u284,m12,7
u282,m13,8
u917,m13,5
u477,m13,8
u443,m13,7
u608,m13,9
u270,m13,10
u242,m13,8
u536,m13,8
u659,m13,10
u610,m13,10
u586,m13,8
u701,m13,5
u540,m13,8
u669,m13,7
u723,m13,9
u283,m13,10
u986,m13,8
u686,m13,8
u346,m13,10
u74,m13,10
u673,m13,8
u49,m13,5
u518,m13,8
u692,m13,7
u469,m13,9
u349,m13,10
u657,m13,8
u244,m13,8
u287,m13,10
u498,m13,10
u600,m13,8
u605,m13,5
u212,m13,8
u339,m13,7
u492,m13,9
u225,m13,10
u222,m13,8
u33,m13,8
u691,m13,10
u203,m13,10
u385,m13,8
u922,m13,5
u461,m13,8
u467,m13,7
u488,m13,9
u668,m13,10
u1061,m13,8
u736,m13,8
u491,m13,10
u593,m13,10
u418,m13,8
u560,m13,5
u636,m13,8
u722,m13,7
u344,m13,9
u830,m13,10
u486,m13,8
u650,m13,8
u372,m13,10
u868,m13,10
u341,m13,8
u190,m13,5
u338,m13,8
u305,m13,7
u552,m13,9
u606,m13,10
u582,m13,8
u279,m13,8
u432,m13,10
u289,m13,10
u352,m13,8
u66,m13,5
u234,m13,8
u526,m13,7
u383,m13,9
u216,m13,10
u149,m13,8
u188,m13,8
u278,m13,10
u375,m13,10
u277,m13,8
u715,m13,5
u1069,m13,8
u505,m13,7
u423,m13,9
u316,m13,10
u236,m13,8
u445,m13,8
u366,m13,10
u326,m13,10
u501,m13,8
u521,m13,5
u653,m13,8
u683,m13,7
u328,m13,9
u559,m13,10
u522,m13,8
u379,m13,8
u1096,m13,10
u474,m13,10
u386,m13,8
u767,m13,5
u360,m13,8
u354,m13,7
u651,m13,9
u1008,m13,10
u638,m13,8
u471,m13,8
u584,m13,10
u410,m13,10
u297,m13,8
u1065,m13,5
u565,m13,8
u299,m13,7
u442,m13,9
u682,m13,10
u370,m13,8
u417,m13,8
u629,m13,10
u337,m13,10
u247,m13,8
u717,m13,5
u311,m13,8
u907,m13,7
u745,m13,9
u293,m13,10
u356,m13,8
u660,m13,8
u989,m13,10
u230,m13,10
u539,m13,8
u381,m13,8
u589,m13,8
u451,m14,7
u911,m14,5
u185,m14,6
u595,m14,6
u462,m14,9
u729,m14,5
u239,m14,8
u360,m14,8
u110,m14,9
u736,m14,6
u245,m14,7
u56,m14,5
u449,m14,6
u396,m14,6
u240,m14,9
u377,m14,5
u759,m14,8
u274,m14,8
u502,m14,9
u395,m14,6
u309,m14,7
u781,m14,5
u346,m14,6
u211,m14,6
u646,m14,9
u783,m14,5
u302,m14,8
u488,m14,8
u593,m14,9
u429,m14,6
u216,m14,7
u1,m14,5
u11,m14,6
u415,m14,6
u381,m14,9
u919,m14,5
u604,m14,8
u220,m14,8
u270,m14,9
u307,m14,6
u575,m14,7
u310,m14,5
u701,m14,6
u416,m14,6
u567,m14,9
u820,m14,5
u913,m14,8
u322,m14,8
u598,m14,9
u580,m14,6
u260,m15,7
u376,m15,5
u165,m15,5
u619,m15,5
u242,m15,3
u1089,m15,4
u711,m15,8
u802,m15,3
u668,m15,7
u1071,m15,7
u707,m15,7
u82,m15,5
u404,m15,5
u549,m15,5
u653,m15,3
u85,m15,4
u25,m15,8
u310,m15,3
u734,m15,7
u226,m15,7
u116,m15,7
u851,m15,5
u934,m15,5
u161,m15,5
u1030,m15,3
u968,m15,4
u135,m15,8
u847,m15,3
u1078,m15,7
u397,m15,7
u785,m15,5
u680,m15,6
u773,m15,6
u965,m15,5
u1033,m15,5
u15,m16,7
u602,m16,5
u748,m16,6
u58,m16,6
u32,m16,9
u70,m16,6
u162,m16,8
u7,m16,8
u190,m16,9
u84,m16,6
u180,m16,7
u401,m16,5
u185,m16,6
u168,m16,6
u164,m16,9
u191,m16,6
u212,m16,8
u192,m16,8
u82,m16,9
u50,m16,6
u21,m16,7
u339,m16,7
u135,m16,8
u170,m16,7
u174,m16,8
u981,m17,8
u965,m17,5
u793,m17,8
u369,m17,3
u1095,m17,9
u1074,m17,10
u259,m17,8
u963,m17,8
u1022,m17,10
u1093,m17,10
u1066,m17,8
u1086,m17,8
u931,m17,7
u609,m18,8
u1035,m18,5
u502,m18,8
u557,m18,4
u526,m18,9
u607,m18,10
u276,m18,8
u331,m18,8
u688,m18,10
u540,m18,10
u447,m18,8
u1009,m18,5
u580,m18,8
u738,m18,4
u881,m18,9
u465,m18,10
u525,m18,8
u633,m18,8
u286,m18,10
u1003,m18,10
u535,m18,8
u851,m18,5
u420,m18,8
u75,m18,4
u471,m18,9
u319,m18,10
u639,m18,8
u500,m18,8
u392,m18,10
u511,m18,10
u267,m18,8
u1051,m18,5
u963,m18,8
u264,m18,4
u517,m18,9
u379,m18,10
u206,m18,8
u506,m18,8
u475,m18,10
u373,m18,10
u456,m18,8
u193,m18,5
u740,m18,8
u1086,m18,4
u386,m18,9
u468,m18,10
u300,m18,8
u811,m18,8
u323,m18,10
u422,m18,10
u1042,m18,8
u746,m18,5
u630,m18,8
u201,m18,4
u419,m18,9
u218,m18,10
u467,m18,8
u339,m18,8
u485,m18,10
u168,m18,10
u813,m18,8
u890,m18,5
u211,m18,8
u237,m18,4
u942,m18,9
u873,m18,10
u562,m18,8
u312,m18,8
u365,m18,10
u671,m18,10
u368,m18,8
u739,m18,5
u628,m18,8
u90,m18,4
u457,m18,9
u115,m18,10
u690,m18,8
u404,m18,8
u486,m18,10
u614,m18,10
u292,m18,8
u116,m18,5
u405,m18,8
u720,m18,4
u393,m18,9
u532,m18,10
u233,m18,8
u370,m18,8
u656,m18,10
u273,m18,10
u268,m18,8
u133,m18,5
u536,m18,8
u5,m18,4
u644,m18,9
u1059,m18,10
u203,m18,8
u348,m18,8
u960,m18,10
u336,m18,10
u315,m18,8
u877,m18,5
u625,m18,8
u139,m18,4
u876,m18,9
u608,m18,10
u15,m18,8
u593,m18,8
u652,m18,10
u223,m18,10
u504,m18,8
u555,m18,9
u685,m18,9
u611,m18,9
u459,m18,8
u568,m18,8
u940,m18,8
u587,m19,7
u1070,m19,7
u1006,m19,7
u1065,m19,6
u954,m19,9
u1063,m19,9
u1082,m19,8
u1055,m19,8
u941,m19,10
u1094,m19,3
u1053,m19,7
u989,m19,7
u1078,m19,7
u930,m19,6
u1027,m19,9
u453,m19,9
u942,m19,8
u813,m19,8
u937,m19,10
u920,m19,3
u226,m19,7
u902,m19,7
u767,m19,7
u919,m19,6
u1022,m19,9
u976,m19,9
u914,m19,8
u918,m19,8
u262,m19,10
u962,m19,3
u1029,m19,8
u939,m19,7
u1086,m19,8
u1092,m19,8
u234,m20,7
u363,m20,7
u668,m20,7
u743,m20,6
u335,m20,9
u659,m20,9
u842,m20,8
u398,m20,8
u90,m20,10
u869,m20,3
u936,m20,7
u845,m20,7
u411,m20,7
u568,m20,6
u151,m20,9
u433,m20,9
u311,m20,8
u383,m20,8
u303,m20,10
u449,m20,3
u396,m20,7
u689,m20,7
u840,m20,7
u258,m20,6
u542,m20,9
u430,m20,9
u921,m20,8
u617,m20,8
u679,m20,10
u706,m20,3
u301,m20,8
u1050,m21,7
u101,m21,5
u1058,m21,6
u939,m21,6
u973,m21,9
u1052,m21,6
u1080,m21,8
u202,m21,8
u1020,m21,9
u925,m21,6
u907,m21,7
u757,m21,5
u983,m21,6
u652,m21,6
u976,m21,9
u910,m21,6
u982,m21,8
u974,m21,8
u1029,m21,9
u968,m21,6
u911,m21,7
u294,m21,5
u951,m21,6
u1076,m21,6
u1078,m21,9
u535,m21,6
u1045,m21,8
u1008,m21,8
u528,m21,9
u719,m21,6
u1088,m21,7
u1017,m21,5
u1051,m21,6
u1013,m21,6
u931,m21,9
u257,m21,6
u997,m21,8
u1028,m21,8
u1095,m21,9
u1065,m21,6
u1024,m21,8
u278,m22,7
u121,m22,5
u1009,m22,7
u1016,m22,6
u148,m22,9
u995,m22,6
u967,m22,8
u89,m22,8
u980,m22,9
u989,m22,6
u482,m22,7
u874,m22,5
u1041,m22,7
u1100,m22,6
u919,m22,9
u945,m22,6
u1018,m22,8
u614,m22,8
u107,m22,9
u930,m22,6
u1055,m22,7
u91,m22,5
u364,m22,7
u638,m22,6
u1014,m22,9
u1080,m22,6
u258,m22,8
u1070,m22,8
u992,m22,9
u973,m22,6
u934,m22,7
u990,m22,5
u1034,m22,7
u1006,m22,6
u1068,m22,9
u1072,m22,6
u1062,m22,8
u1001,m22,8
u1063,m22,9
u1048,m22,6
u1069,m22,8
u1027,m23,7
u115,m23,5
u901,m23,6
u830,m23,6
u1021,m23,9
u879,m23,4
u906,m23,8
u519,m23,6
u464,m23,8
u1056,m23,7
u915,m23,7
u913,m24,7
u910,m24,6
u1061,m24,6
u1051,m24,6
u733,m24,8
u507,m24,4
u933,m24,8
u758,m24,5
u687,m24,7
u121,m24,7
u821,m24,7
u971,m24,6
u55,m24,6
u1038,m24,6
u1040,m24,8
u255,m24,4
u977,m24,8
u282,m24,5
u953,m24,7
u970,m24,7
u993,m24,7
u1053,m24,6
u1059,m24,6
u191,m24,6
u1042,m24,8
u909,m24,4
u907,m24,8
u122,m24,5
u1055,m24,7
u53,m24,7
u1005,m24,7
u1047,m24,6
u1041,m24,6
u917,m24,6
u488,m24,8
u1026,m24,4
u984,m24,8
u457,m24,5
u556,m24,7
u996,m24,7
u975,m24,7
u118,m24,6
u956,m24,6
u1069,m24,6
u580,m24,8
u71,m24,4
u994,m24,8
u1094,m24,5
u1096,m24,7
u1057,m24,7
u982,m24,7
u173,m24,6
u949,m24,6
u215,m24,6
u1083,m24,8
u23,m24,4
u1003,m24,8
u27,m24,5
u798,m24,7
u1097,m24,7
u219,m24,7
u1092,m24,6
u1067,m24,6
u934,m24,6
u945,m24,8
u759,m24,4
u957,m24,8
u915,m24,5
u275,m24,7
u869,m24,7
u1020,m24,6
u968,m24,7
u3,m25,7
u92,m25,5
u116,m25,7
u150,m25,6
u278,m25,9
u58,m25,6
u199,m25,8
u179,m25,8
u169,m25,10
u16,m25,7
u25,m25,7
u158,m25,5
u96,m25,7
u408,m25,6
u308,m25,9
u181,m25,6
u183,m25,8
u185,m25,8
u99,m25,10
u192,m25,7
u11,m25,7
u238,m25,5
u167,m25,7
u824,m25,6
u988,m25,9
u164,m25,6
u165,m25,8
u156,m25,8
u51,m25,10
u39,m25,7
u62,m25,7
u899,m25,5
u634,m25,7
u180,m25,6
u23,m25,9
u93,m25,6
u794,m25,8
u76,m25,8
u1012,m25,10
u49,m25,7
u15,m25,7
u97,m25,5
u433,m25,7
u54,m25,6
u248,m25,9
u160,m25,6
u926,m25,8
u1008,m25,8
u708,m25,10
u135,m25,7
u177,m25,7
u504,m25,5
u114,m25,7
u9,m25,6
u8,m25,9
u818,m25,6
u113,m25,8
u125,m25,8
u52,m25,10
u33,m25,7
u40,m25,8
u10,m25,7
u402,m26,7
u292,m26,5
u210,m26,7
u376,m26,6
u656,m26,9
u712,m26,6
u497,m26,8
u688,m26,8
u353,m26,9
u316,m26,6
u278,m26,7
u65,m26,5
u603,m26,7
u568,m26,6
u1087,m26,9
u436,m26,6
u984,m26,8
u338,m26,8
u393,m26,9
u668,m26,6
u423,m26,7
u272,m26,5
u751,m26,7
u384,m26,6
u248,m26,9
u507,m26,6
u772,m26,8
u527,m26,8
u663,m26,9
u863,m26,6
u499,m26,7
u549,m26,5
u537,m26,7
u565,m26,6
u548,m26,9
u500,m26,6
u279,m26,8
u350,m26,8
u339,m26,9
u418,m26,6
u427,m26,7
u372,m26,5
u283,m26,7
u240,m26,6
u389,m26,9
u676,m26,6
u646,m26,8
u506,m26,8
u630,m26,9
u412,m26,6
u554,m26,7
u704,m26,5
u470,m26,7
u572,m26,6
u304,m26,9
u1015,m26,6
u602,m26,8
u664,m26,8
u476,m26,9
u685,m26,6
u19,m26,8
u665,m26,8
u567,m27,4
u266,m27,3
u796,m27,3
u32,m27,4
u1089,m27,6
u886,m27,4
u416,m27,3
u189,m27,3
u1029,m27,4
u402,m27,4
u583,m27,4
u658,m27,4
u206,m27,3
u488,m27,3
u651,m27,4
u648,m27,4
u28,m27,4
u131,m27,3
u2,m28,7
u128,m28,5
u100,m28,6
u315,m28,6
u38,m28,9
u983,m28,4
u134,m28,8
u398,m28,7
u27,m28,9
u70,m28,6
u84,m28,7
u295,m28,5
u169,m28,6
u759,m28,6
u137,m28,9
u328,m28,4
u181,m28,8
u192,m28,7
u37,m28,9
u180,m28,6
u907,m28,7
u755,m28,5
u757,m28,6
u39,m28,6
u1,m28,9
u213,m28,4
u95,m28,8
u3,m28,7
u116,m28,9
u175,m28,6
u81,m28,7
u151,m28,5
u440,m28,6
u187,m28,6
u183,m28,9
u945,m28,4
u119,m28,8
u85,m28,7
u104,m28,9
u195,m28,6
u83,m28,7
u483,m28,5
u26,m28,6
u58,m28,6
u79,m28,9
u41,m28,4
u5,m28,8
u145,m28,7
u896,m28,9
u8,m28,6
u142,m28,7
u995,m28,5
u107,m28,6
u783,m28,6
u55,m28,9
u185,m28,4
u65,m28,8
u33,m28,7
u110,m28,9
u293,m28,6
u448,m28,7
u90,m28,5
u13,m28,6
u68,m28,6
u34,m28,9
u1069,m28,4
u753,m28,8
u1088,m28,7
u139,m28,9
u67,m28,6
u154,m28,7
u868,m28,5
u138,m28,6
u1027,m28,6
u834,m28,9
u917,m28,4
u164,m28,8
u190,m28,7
u57,m28,9
u114,m28,6
u586,m28,7
u191,m28,6
u424,m28,7
u86,m28,7
u349,m28,7
u875,m29,7
u450,m29,5
u939,m29,6
u65,m29,6
u242,m29,9
u910,m29,5
u1065,m29,8
u919,m29,8
u1090,m29,9
u1033,m29,6
u111,m29,7
u394,m29,5
u1051,m29,6
u917,m29,6
u935,m29,9
u901,m29,5
u909,m29,8
u932,m29,8
u1011,m29,9
u956,m29,6
u1073,m29,7
u702,m29,5
u1060,m29,6
u981,m29,6
u953,m29,9
u410,m29,5
u1078,m29,8
u1037,m29,8
u979,m29,9
u975,m29,6
u964,m29,7
u121,m29,5
u1100,m29,6
u942,m29,6
u736,m29,9
u468,m29,5
u1042,m29,8
u931,m29,8
u764,m29,9
u904,m29,6
u1059,m29,7
u1049,m29,7
u957,m29,6
u958,m29,6
u1035,m29,7
u1039,m29,6
u928,m29,6
u1031,m29,6
u267,m29,7
u662,m30,7
u899,m30,5
u630,m30,7
u201,m30,6
u371,m30,9
u514,m30,6
u458,m30,8
u328,m30,8
u321,m30,10
u675,m30,7
u998,m30,7
u545,m30,5
u461,m30,7
u276,m30,6
u506,m30,9
u1092,m30,6
u464,m30,8
u605,m30,8
u193,m30,10
u399,m30,7
u634,m30,7
u784,m30,5
u375,m30,7
u236,m30,6
u273,m30,9
u540,m30,6
u650,m30,8
u275,m30,8
u291,m30,10
u117,m30,7
u343,m30,8
u164,m30,8
u204,m30,8
u633,m30,7
u854,m30,7
u717,m31,7
u571,m31,5
u792,m31,6
u617,m31,6
u739,m31,9
u196,m31,4
u781,m31,8
u758,m31,7
u864,m31,9
u713,m31,6
u532,m31,7
u872,m31,6
u729,m31,7
u899,m31,6
u39,m31,7
u810,m31,7
u827,m31,7
u787,m31,7
u813,m31,7
u629,m32,8
u844,m32,5
u475,m32,8
u736,m32,5
u900,m32,9
u645,m32,10
u258,m32,8
u531,m32,8
u449,m32,10
u220,m32,10
u284,m32,8
u1057,m32,5
u347,m32,8
u979,m32,5
u397,m32,9
u566,m32,10
u217,m32,8
u644,m32,8
u525,m32,10
u260,m32,10
u1040,m32,8
u855,m32,5
u633,m32,8
u791,m32,5
u597,m32,9
u734,m32,10
u376,m32,8
u517,m32,8
u288,m32,10
u420,m32,10
u654,m32,8
u524,m32,5
u498,m32,8
u72,m32,5
u382,m32,9
u516,m32,10
u532,m32,8
u843,m32,8
u1046,m32,10
u131,m32,10
u149,m32,8
u122,m32,5
u458,m32,8
u718,m32,5
u339,m32,9
u659,m32,10
u164,m32,8
u523,m32,8
u424,m32,10
u354,m32,10
u117,m32,8
u166,m32,5
u441,m32,8
u36,m32,5
u309,m32,9
u254,m32,10
u548,m32,8
u450,m32,8
u346,m32,10
u542,m32,10
u76,m32,8
u1075,m32,5
u351,m32,8
u315,m32,5
u833,m32,9
u453,m32,10
u278,m32,8
u263,m32,8
u555,m32,10
u725,m32,10
u675,m32,8
u978,m32,5
u907,m32,8
u931,m32,5
u367,m32,9
u295,m32,10
u392,m32,8
u364,m32,8
u257,m32,10
u1054,m32,10
u643,m32,8
u146,m32,5
u468,m32,8
u976,m32,5
u429,m32,9
u276,m32,10
u1003,m32,8
u539,m32,8
u216,m32,10
u587,m32,10
u604,m32,8
u94,m32,5
u551,m32,8
u1032,m32,5
u460,m32,9
u550,m32,10
u282,m32,8
u237,m32,8
u227,m32,10
u966,m32,10
u81,m32,8
u502,m32,5
u743,m32,8
u869,m32,5
u385,m32,9
u289,m32,10
u338,m32,8
u564,m32,8
u402,m32,10
u394,m32,10
u504,m32,8
u293,m32,9
u636,m32,8
u269,m32,9
u508,m32,9
u682,m33,8
u809,m33,5
u481,m33,8
u934,m33,4
u493,m33,9
u588,m33,10
u574,m33,8
u366,m33,8
u798,m33,10
u252,m33,10
u597,m33,8
u335,m33,5
u318,m33,8
u819,m33,4
u583,m33,9
u1047,m33,10
u151,m33,8
u455,m33,8
u582,m33,10
u233,m33,10
u657,m33,9
u660,m33,9
u381,m33,9
u414,m33,9
u956,m33,9
u824,m33,8
u801,m34,7
u113,m34,5
u844,m34,6
u280,m34,6
u863,m34,9
u920,m34,4
u770,m34,8
u766,m34,8
u929,m34,9
u769,m34,6
u58,m34,7
u1,m34,5
u884,m34,6
u846,m34,6
u794,m34,9
u59,m34,4
u796,m34,8
u762,m34,8
u804,m34,9
u820,m34,6
u823,m34,7
u1034,m34,5
u892,m34,6
u883,m34,6
u873,m34,9
u843,m34,4
u738,m34,8
u785,m34,8
u727,m34,9
u365,m34,6
u606,m34,6
u835,m34,7
u877,m34,7
u795,m34,7
u339,m34,6
u855,m34,6
u837,m34,6
u720,m34,7
u948,m35,7
u360,m35,5
u1076,m35,7
u1005,m35,6
u902,m35,9
u1026,m35,6
u1028,m35,8
u1045,m35,8
u515,m35,9
u977,m35,6
u1006,m35,7
u471,m35,5
u456,m35,7
u1001,m35,6
u1073,m35,9
u944,m35,6
u1018,m35,8
u1059,m35,8
u1071,m35,9
u591,m35,6
u1041,m35,8
u312,m36,7
u683,m36,6
u657,m36,6
u261,m36,6
u882,m36,8
u182,m36,4
u320,m36,8
u935,m36,3
u340,m36,7
u214,m36,7
u449,m36,7
u677,m36,6
u422,m36,6
u650,m36,6
u461,m36,8
u253,m36,4
u514,m36,8
u397,m36,3
u693,m36,7
u818,m36,7
u544,m36,7
u534,m36,6
u502,m36,6
u360,m36,6
u442,m36,8
u1093,m36,4
u1060,m36,8
u731,m36,3
u270,m36,7
u456,m36,7
u568,m36,7
u239,m36,6
u673,m36,6
u293,m36,6
u404,m36,8
u71,m36,4
u492,m36,8
u789,m36,3
u663,m36,7
u582,m36,7
u469,m36,6
u811,m36,7
u605,m36,7
u462,m36,7
u412,m36,6
u241,m36,6
u865,m37,7
u897,m37,5
u824,m37,6
u851,m37,6
u881,m37,9
u729,m37,6
u749,m37,8
u900,m37,8
u888,m37,9
u215,m37,6
u807,m37,7
u359,m37,5
u733,m37,6
u837,m37,6
u829,m37,9
u781,m37,6
u740,m37,8
u482,m37,8
u947,m37,9
u705,m37,6
u738,m37,8
u916,m37,7
u869,m37,7
u729,m38,8
u608,m38,5
u790,m38,8
u511,m38,3
u512,m38,9
u715,m38,10
u877,m38,8
u822,m38,8
u819,m38,10
u737,m38,7
u861,m38,8
u665,m38,5
u52,m38,8
u907,m38,3
u813,m38,9
u798,m38,10
u748,m38,8
u707,m38,8
u835,m38,10
u212,m38,7
u776,m38,8
u734,m38,5
u897,m38,8
u174,m38,3
u867,m38,9
u136,m38,10
u769,m38,8
u865,m38,8
u157,m38,10
u344,m38,7
u722,m38,8
u619,m38,5
u703,m38,8
u1039,m38,3
u774,m38,9
u817,m38,10
u761,m38,8
u740,m38,8
u764,m38,10
u131,m38,7
u823,m38,7
u788,m38,7
u730,m38,8
u726,m38,7
u794,m38,7
u59,m38,8
u1013,m38,8
u455,m39,4
u161,m39,3
u706,m39,3
u384,m39,5
u480,m39,4
u745,m39,4
u319,m39,6
u559,m39,6
u655,m39,7
u866,m39,7
u911,m39,4
u183,m39,3
u837,m39,3
u394,m39,5
u215,m39,4
u727,m39,4
u497,m39,6
u614,m39,6
u1096,m39,7
u848,m39,7
u210,m39,4
u207,m39,3
u757,m39,3
u936,m39,5
u555,m39,4
u546,m39,4
u55,m39,6
u744,m39,6
u522,m39,7
u567,m39,7
u798,m39,4
u955,m39,3
u801,m39,3
u318,m39,5
u190,m39,4
u747,m39,4
u386,m39,6
u371,m39,6
u712,m39,7
u974,m39,7
u855,m39,4
u217,m39,3
u463,m39,3
u373,m39,5
u280,m39,4
u962,m39,4
u1076,m39,6
u692,m39,6
u227,m39,7
u459,m39,7
u1065,m39,4
u642,m39,3
u1047,m39,3
u569,m39,5
u4,m39,4
u860,m39,4
u439,m39,6
u704,m39,6
u943,m39,7
